物件名,住所,アクセス,最寄駅1,最寄駅1からの時間(分),最寄駅2,最寄駅2からの時間(分),最寄駅3,最寄駅3からの時間(分),築年数(年),建物の階数,階数,家賃(円),管理費(円),敷金(円),礼金(円),間取り,面積(m2)
都営浅草線 西馬込駅 6階建 築17年,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩7分 東急池上線/池上駅 歩16分 東急池上線/千鳥町駅 歩22分 ,都営浅草線/西馬込駅駅,7,東急池上線/池上駅駅,16,東急池上線/千鳥町駅駅,22,17,6,2,83000,7000,83000,0,1K,24.86
都営浅草線 西馬込駅 6階建 築17年,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩7分 東急池上線/池上駅 歩16分 東急池上線/千鳥町駅 歩22分 ,都営浅草線/西馬込駅駅,7,東急池上線/池上駅駅,16,東急池上線/千鳥町駅駅,22,17,6,4,85000,7000,85000,0,1K,23.27
アーバンパーク東六郷I,東京都大田区東六郷１, 京急本線/雑色駅 歩10分 京急本線/京急蒲田駅 歩13分 京急空港線/京急蒲田駅 歩13分 ,京急本線/雑色駅駅,10,京急本線/京急蒲田駅駅,13,京急空港線/京急蒲田駅駅,13,2,5,2,92000,10000,0,0,1DK,25.67
アーバンパーク東六郷I,東京都大田区東六郷１, 京急本線/雑色駅 歩10分 京急本線/京急蒲田駅 歩13分 京急空港線/京急蒲田駅 歩13分 ,京急本線/雑色駅駅,10,京急本線/京急蒲田駅駅,13,京急空港線/京急蒲田駅駅,13,2,5,4,94000,10000,0,0,1DK,25.65
都営浅草線 西馬込駅 5階建 築9年,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩8分 東急池上線/池上駅 歩20分 東急池上線/千鳥町駅 歩19分 ,都営浅草線/西馬込駅駅,8,東急池上線/池上駅駅,20,東急池上線/千鳥町駅駅,19,9,5,4,73000,20000,0,73000,1K,25.41
都営浅草線 西馬込駅 5階建 築9年,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩8分 東急池上線/池上駅 歩20分 東急池上線/千鳥町駅 歩19分 ,都営浅草線/西馬込駅駅,8,東急池上線/池上駅駅,20,東急池上線/千鳥町駅駅,19,9,5,4,79000,15000,0,118500,1K,25.41
Vieuno TN,東京都大田区中央６, 東急池上線/池上駅 歩14分 都営浅草線/西馬込駅 歩17分 ＪＲ京浜東北線/大森駅 歩25分 ,東急池上線/池上駅駅,14,都営浅草線/西馬込駅駅,17,ＪＲ京浜東北線/大森駅駅,25,6,3,1,93000,4000,93000,93000,1LDK,31.72
京浜馬込ハイツ,東京都大田区中馬込１, 東急大井町線/荏原町駅 歩8分 都営浅草線/馬込駅 歩9分 東急池上線/旗の台駅 歩14分 ,東急大井町線/荏原町駅駅,8,都営浅草線/馬込駅駅,9,東急池上線/旗の台駅駅,14,33,3,2,70000,7000,70000,70000,1LDK,30.78
シャンブルリヴェール,東京都大田区上池台２, 東急池上線/洗足池駅 歩5分 東急池上線/長原駅 歩9分 東急池上線/石川台駅 歩15分 ,東急池上線/洗足池駅駅,5,東急池上線/長原駅駅,9,東急池上線/石川台駅駅,15,30,1,1,102000,3000,102000,102000,1LDK,38.56
京急本線 平和島駅 12階建 築12年,東京都大田区大森本町２, 京急本線/平和島駅 歩4分 京急本線/大森海岸駅 歩10分 東京モノレール/流通センター駅 歩16分 ,京急本線/平和島駅駅,4,京急本線/大森海岸駅駅,10,東京モノレール/流通センター駅駅,16,12,12,9,76000,15000,0,76000,1K,20.4
京急本線 平和島駅 12階建 築12年,東京都大田区大森本町２, 京急本線/平和島駅 歩4分 京急本線/大森海岸駅 歩10分 東京モノレール/流通センター駅 歩16分 ,京急本線/平和島駅駅,4,京急本線/大森海岸駅駅,10,東京モノレール/流通センター駅駅,16,12,12,9,79500,16000,0,0,1K,20.4
京急本線 平和島駅 12階建 築12年,東京都大田区大森本町２, 京急本線/平和島駅 歩4分 京急本線/大森海岸駅 歩10分 東京モノレール/流通センター駅 歩16分 ,京急本線/平和島駅駅,4,京急本線/大森海岸駅駅,10,東京モノレール/流通センター駅駅,16,12,12,9,81000,15000,0,81000,1K,20.4
京急本線 平和島駅 12階建 築12年,東京都大田区大森本町２, 京急本線/平和島駅 歩4分 京急本線/大森海岸駅 歩10分 東京モノレール/流通センター駅 歩16分 ,京急本線/平和島駅駅,4,京急本線/大森海岸駅駅,10,東京モノレール/流通センター駅駅,16,12,12,6,86000,11000,0,86000,1K,20.4
プレミアムキューブ大森本町,東京都大田区大森本町２, 京急本線/平和島駅 歩5分 京急本線/大森海岸駅 歩11分 ＪＲ京浜東北線/大森駅 歩18分 ,京急本線/平和島駅駅,5,京急本線/大森海岸駅駅,11,ＪＲ京浜東北線/大森駅駅,18,12,12,2,86000,11000,0,86000,1K,20.4
クロスレジデンス蒲田II,東京都大田区西蒲田７, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩6分 京急本線/京急蒲田駅 歩16分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,6,京急本線/京急蒲田駅駅,16,4,14,3,88000,10000,88000,0,1K,25.14
クロスレジデンス蒲田II,東京都大田区西蒲田７, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩6分 京急本線/京急蒲田駅 歩16分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,6,京急本線/京急蒲田駅駅,16,4,14,3,98000,10000,98000,0,1K,25.14
クロスレジデンス蒲田II,東京都大田区西蒲田７, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩6分 京急本線/京急蒲田駅 歩16分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,6,京急本線/京急蒲田駅駅,16,4,14,4,99000,10000,99000,99000,1K,25.14
クロスレジデンス蒲田II,東京都大田区西蒲田７, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩6分 京急本線/京急蒲田駅 歩16分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,6,京急本線/京急蒲田駅駅,16,4,14,4,99000,10000,99000,99000,1K,25.07
クロスレジデンス蒲田II,東京都大田区西蒲田７, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩6分 京急本線/京急蒲田駅 歩16分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,6,京急本線/京急蒲田駅駅,16,4,14,8,101000,10000,101000,101000,1K,25.14
クロスレジデンス蒲田II,東京都大田区西蒲田７, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩6分 京急本線/京急蒲田駅 歩16分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,6,京急本線/京急蒲田駅駅,16,4,14,11,104000,10000,104000,104000,1K,25.14
京急空港線 京急蒲田駅 14階建 築12年,東京都大田区蒲田３, 京急空港線/京急蒲田駅 歩5分 京急本線/梅屋敷駅 歩6分 ＪＲ京浜東北線/蒲田駅 歩13分 ,京急空港線/京急蒲田駅駅,5,京急本線/梅屋敷駅駅,6,ＪＲ京浜東北線/蒲田駅駅,13,12,14,10,75000,15000,0,75000,1K,22.42
京急空港線 京急蒲田駅 14階建 築12年,東京都大田区蒲田３, 京急空港線/京急蒲田駅 歩5分 京急本線/梅屋敷駅 歩6分 ＪＲ京浜東北線/蒲田駅 歩13分 ,京急空港線/京急蒲田駅駅,5,京急本線/梅屋敷駅駅,6,ＪＲ京浜東北線/蒲田駅駅,13,12,14,6,70000,20000,0,0,1K,22.42
マスターズ大森西,東京都大田区大森西２, 京急本線/平和島駅 歩9分 京急本線/大森町駅 歩11分 ＪＲ京浜東北線/大森駅 歩20分 ,京急本線/平和島駅駅,9,京急本線/大森町駅駅,11,ＪＲ京浜東北線/大森駅駅,20,36,3,3,175000,9000,175000,175000,3LDK,78.68
フェリオ鵜の木,東京都大田区鵜の木１, 東急多摩川線/鵜の木駅 歩4分 東急多摩川線/下丸子駅 歩6分 東急池上線/久が原駅 歩12分 ,東急多摩川線/鵜の木駅駅,4,東急多摩川線/下丸子駅駅,6,東急池上線/久が原駅駅,12,10,5,1,82000,8000,82000,0,1K,25.35
フェリオ鵜の木,東京都大田区鵜の木１, 東急多摩川線/鵜の木駅 歩4分 東急多摩川線/下丸子駅 歩6分 東急池上線/久が原駅 歩12分 ,東急多摩川線/鵜の木駅駅,4,東急多摩川線/下丸子駅駅,6,東急池上線/久が原駅駅,12,10,5,3,85000,8000,85000,0,1K,25.35
ルーブル羽田西,東京都大田区東糀谷３, 京急空港線/大鳥居駅 歩5分 京急空港線/穴守稲荷駅 歩5分 京急空港線/天空橋駅 歩12分 ,京急空港線/大鳥居駅駅,5,京急空港線/穴守稲荷駅駅,5,京急空港線/天空橋駅駅,12,11,10,2,71400,12100,0,71400,1K,20.61
京急空港線 穴守稲荷駅 5階建 築5年,東京都大田区羽田５, 京急空港線/穴守稲荷駅 歩5分 京急空港線/天空橋駅 歩6分 京急空港線/大鳥居駅 歩14分 ,京急空港線/穴守稲荷駅駅,5,京急空港線/天空橋駅駅,6,京急空港線/大鳥居駅駅,14,5,5,4,82000,8000,82000,82000,1K,25.35
京急空港線 穴守稲荷駅 5階建 築5年,東京都大田区羽田５, 京急空港線/穴守稲荷駅 歩5分 京急空港線/天空橋駅 歩6分 京急空港線/大鳥居駅 歩14分 ,京急空港線/穴守稲荷駅駅,5,京急空港線/天空橋駅駅,6,京急空港線/大鳥居駅駅,14,5,5,2,77000,15000,0,77000,1K,25.79
京急空港線 穴守稲荷駅 5階建 築5年,東京都大田区羽田５, 京急空港線/穴守稲荷駅 歩5分 京急空港線/天空橋駅 歩6分 京急空港線/大鳥居駅 歩14分 ,京急空港線/穴守稲荷駅駅,5,京急空港線/天空橋駅駅,6,京急空港線/大鳥居駅駅,14,5,5,2,86000,10000,0,0,1K,25.35
東急池上線 池上駅 6階建 築13年,東京都大田区池上３, 東急池上線/池上駅 歩9分 東急池上線/千鳥町駅 歩13分 都営浅草線/西馬込駅 歩15分 ,東急池上線/池上駅駅,9,東急池上線/千鳥町駅駅,13,都営浅草線/西馬込駅駅,15,13,6,1,72500,10000,0,0,1K,23.74
東急池上線 池上駅 6階建 築13年,東京都大田区池上３, 東急池上線/池上駅 歩9分 東急池上線/千鳥町駅 歩13分 都営浅草線/西馬込駅 歩15分 ,東急池上線/池上駅駅,9,東急池上線/千鳥町駅駅,13,都営浅草線/西馬込駅駅,15,13,6,3,77000,8000,77000,77000,1K,23.74
シーガル大森東,東京都大田区大森東５, 京急本線/大森町駅 歩15分 東京モノレール/昭和島駅 歩10分 京急本線/平和島駅 歩20分 ,京急本線/大森町駅駅,15,東京モノレール/昭和島駅駅,10,京急本線/平和島駅駅,20,28,4,4,134000,16000,134000,134000,3LDK,70.2
ルフォンプログレ大森山王,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/平和島駅 歩18分 京急本線/大森海岸駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,9,京急本線/平和島駅駅,18,京急本線/大森海岸駅駅,18,,15,4,104000,15000,104000,0,ワンルーム,25.89
ルフォンプログレ大森山王,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/平和島駅 歩18分 京急本線/大森海岸駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,9,京急本線/平和島駅駅,18,京急本線/大森海岸駅駅,18,,15,5,111000,15000,111000,0,ワンルーム,25.89
ルフォンプログレ大森山王,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/平和島駅 歩18分 京急本線/大森海岸駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,9,京急本線/平和島駅駅,18,京急本線/大森海岸駅駅,18,,15,10,119000,15000,119000,0,1DK,25.89
ルフォンプログレ大森山王,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/平和島駅 歩18分 京急本線/大森海岸駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,9,京急本線/平和島駅駅,18,京急本線/大森海岸駅駅,18,,15,2,197000,20000,197000,0,2LDK,44.0
ルフォンプログレ大森山王,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/平和島駅 歩18分 京急本線/大森海岸駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,9,京急本線/平和島駅駅,18,京急本線/大森海岸駅駅,18,,15,10,218000,20000,218000,0,2LDK,44.0
ルフォンプログレ大森山王,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/平和島駅 歩18分 京急本線/大森海岸駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,9,京急本線/平和島駅駅,18,京急本線/大森海岸駅駅,18,,15,13,262000,20000,262000,0,2LDK,53.98
ルフォンプログレ大森山王,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩9分 京急本線/平和島駅 歩18分 京急本線/大森海岸駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,9,京急本線/平和島駅駅,18,京急本線/大森海岸駅駅,18,,15,15,264000,20000,264000,0,2LDK,53.98
Ｌｏｎｇ　ＨｏｕｓｅII,東京都大田区羽田１, 京急空港線/大鳥居駅 歩5分 京急空港線/穴守稲荷駅 歩7分 東京モノレール/天空橋駅 歩14分 ,京急空港線/大鳥居駅駅,5,京急空港線/穴守稲荷駅駅,7,東京モノレール/天空橋駅駅,14,17,4,2,81000,5500,0,81000,1K,27.3
都営浅草線 西馬込駅 5階建 築8年,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩10分 東急池上線/池上駅 歩17分 東急池上線/千鳥町駅 歩17分 ,都営浅草線/西馬込駅駅,10,東急池上線/池上駅駅,17,東急池上線/千鳥町駅駅,17,8,5,2,85000,0,0,0,1K,25.5
都営浅草線 西馬込駅 5階建 築8年,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩10分 東急池上線/池上駅 歩17分 東急池上線/千鳥町駅 歩17分 ,都営浅草線/西馬込駅駅,10,東急池上線/池上駅駅,17,東急池上線/千鳥町駅駅,17,8,5,2,83000,15000,0,83000,1K,29.42
ココキューブ池上,東京都大田区池上３, 東急池上線/池上駅 歩3分 東急池上線/千鳥町駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 ,東急池上線/池上駅駅,3,東急池上線/千鳥町駅駅,13,東急多摩川線/武蔵新田駅駅,18,9,7,5,84000,6000,84000,0,1K,20.66
ココキューブ池上,東京都大田区池上３, 東急池上線/池上駅 歩3分 東急池上線/千鳥町駅 歩13分 東急多摩川線/武蔵新田駅 歩18分 ,東急池上線/池上駅駅,3,東急池上線/千鳥町駅駅,13,東急多摩川線/武蔵新田駅駅,18,9,7,4,84000,6000,84000,0,1K,20.66
東急池上線 雪が谷大塚駅 10階建 築6年,東京都大田区雪谷大塚町, 東急池上線/雪が谷大塚駅 歩3分 東急池上線/御嶽山駅 歩9分 東急池上線/石川台駅 歩14分 ,東急池上線/雪が谷大塚駅駅,3,東急池上線/御嶽山駅駅,9,東急池上線/石川台駅駅,14,6,10,5,109000,10000,109000,0,1DK,25.06
ルーブル大鳥居伍番館,東京都大田区東糀谷３, 京急空港線/大鳥居駅 歩3分 京急空港線/穴守稲荷駅 歩9分 東京モノレール/整備場駅 歩21分 ,京急空港線/大鳥居駅駅,3,京急空港線/穴守稲荷駅駅,9,東京モノレール/整備場駅駅,21,10,9,2,79000,8000,0,79000,1K,25.48
ルーブル大鳥居伍番館,東京都大田区東糀谷３, 京急空港線/大鳥居駅 歩3分 京急空港線/穴守稲荷駅 歩9分 東京モノレール/整備場駅 歩21分 ,京急空港線/大鳥居駅駅,3,京急空港線/穴守稲荷駅駅,9,東京モノレール/整備場駅駅,21,10,9,9,85000,8000,0,85000,1K,25.48
FARE西馬込,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩7分 都営浅草線/馬込駅 歩18分 東急池上線/長原駅 歩23分 ,都営浅草線/西馬込駅駅,7,都営浅草線/馬込駅駅,18,東急池上線/長原駅駅,23,4,3,1,72000,5000,72000,0,ワンルーム,18.28
FARE西馬込,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩7分 都営浅草線/馬込駅 歩18分 東急池上線/長原駅 歩23分 ,都営浅草線/西馬込駅駅,7,都営浅草線/馬込駅駅,18,東急池上線/長原駅駅,23,4,3,3,76000,5000,0,0,ワンルーム,17.5
FARE西馬込,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩7分 都営浅草線/馬込駅 歩18分 東急池上線/長原駅 歩23分 ,都営浅草線/西馬込駅駅,7,都営浅草線/馬込駅駅,18,東急池上線/長原駅駅,23,4,3,2,78000,5000,78000,0,ワンルーム,17.44
FARE西馬込,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩7分 都営浅草線/馬込駅 歩18分 東急池上線/長原駅 歩23分 ,都営浅草線/西馬込駅駅,7,都営浅草線/馬込駅駅,18,東急池上線/長原駅駅,23,4,3,1,107000,5000,0,0,ワンルーム,29.88
都営浅草線 西馬込駅 3階建 築4年,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩7分 都営浅草線/馬込駅 歩18分 東急池上線/長原駅 歩23分 ,都営浅草線/西馬込駅駅,7,都営浅草線/馬込駅駅,18,東急池上線/長原駅駅,23,4,3,1,72000,5000,72000,0,ワンルーム,17.28
スカイコート多摩川壱番館,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩10分 東急池上線/蓮沼駅 歩22分 東急多摩川線/武蔵新田駅 歩16分 ,東急多摩川線/矢口渡駅駅,10,東急池上線/蓮沼駅駅,22,東急多摩川線/武蔵新田駅駅,16,10,4,1,75500,10000,0,75500,1K,25.51
スカイコート多摩川壱番館,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩10分 東急池上線/蓮沼駅 歩22分 東急多摩川線/武蔵新田駅 歩16分 ,東急多摩川線/矢口渡駅駅,10,東急池上線/蓮沼駅駅,22,東急多摩川線/武蔵新田駅駅,16,10,4,3,87000,0,87000,0,1K,25.51
スカイコート多摩川壱番館,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩10分 東急池上線/蓮沼駅 歩22分 東急多摩川線/武蔵新田駅 歩16分 ,東急多摩川線/矢口渡駅駅,10,東急池上線/蓮沼駅駅,22,東急多摩川線/武蔵新田駅駅,16,10,4,3,80500,7500,80500,0,1K,25.5
スカイコート多摩川壱番館,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩10分 東急池上線/蓮沼駅 歩22分 東急多摩川線/武蔵新田駅 歩16分 ,東急多摩川線/矢口渡駅駅,10,東急池上線/蓮沼駅駅,22,東急多摩川線/武蔵新田駅駅,16,10,4,3,80500,7500,80500,0,1K,25.51
スカイコート多摩川壱番館,東京都大田区矢口３, 東急多摩川線/矢口渡駅 歩10分 東急池上線/蓮沼駅 歩22分 東急多摩川線/武蔵新田駅 歩16分 ,東急多摩川線/矢口渡駅駅,10,東急池上線/蓮沼駅駅,22,東急多摩川線/武蔵新田駅駅,16,10,4,2,79000,9000,0,79000,1K,25.51
レジディア蒲田II,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 東急池上線/蒲田駅 歩7分 東急多摩川線/蒲田駅 歩7分 ,ＪＲ京浜東北線/蒲田駅駅,7,東急池上線/蒲田駅駅,7,東急多摩川線/蒲田駅駅,7,18,15,3,80000,10000,80000,80000,1K,22.65
レジディア蒲田II,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 東急池上線/蒲田駅 歩7分 東急多摩川線/蒲田駅 歩7分 ,ＪＲ京浜東北線/蒲田駅駅,7,東急池上線/蒲田駅駅,7,東急多摩川線/蒲田駅駅,7,18,15,11,85000,10000,85000,85000,1K,22.64
